local_path,bucket_path,folder,set_id,status
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_001_std.webp,raw_images/151/sv3-5_en_001_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_002_std.webp,raw_images/151/sv3-5_en_002_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_003_std.webp,raw_images/151/sv3-5_en_003_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_004_std.webp,raw_images/151/sv3-5_en_004_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_005_std.webp,raw_images/151/sv3-5_en_005_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_006_std.webp,raw_images/151/sv3-5_en_006_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_007_std.webp,raw_images/151/sv3-5_en_007_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_008_std.webp,raw_images/151/sv3-5_en_008_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_009_std.webp,raw_images/151/sv3-5_en_009_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_010_std.webp,raw_images/151/sv3-5_en_010_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_011_std.webp,raw_images/151/sv3-5_en_011_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_012_std.webp,raw_images/151/sv3-5_en_012_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_013_std.webp,raw_images/151/sv3-5_en_013_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_014_std.webp,raw_images/151/sv3-5_en_014_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_015_std.webp,raw_images/151/sv3-5_en_015_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_016_std.webp,raw_images/151/sv3-5_en_016_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_017_std.webp,raw_images/151/sv3-5_en_017_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_018_std.webp,raw_images/151/sv3-5_en_018_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_019_std.webp,raw_images/151/sv3-5_en_019_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_020_std.webp,raw_images/151/sv3-5_en_020_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_021_std.webp,raw_images/151/sv3-5_en_021_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_022_std.webp,raw_images/151/sv3-5_en_022_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_023_std.webp,raw_images/151/sv3-5_en_023_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_024_std.webp,raw_images/151/sv3-5_en_024_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_025_std.webp,raw_images/151/sv3-5_en_025_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_026_std.webp,raw_images/151/sv3-5_en_026_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_027_std.webp,raw_images/151/sv3-5_en_027_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_028_std.webp,raw_images/151/sv3-5_en_028_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_029_std.webp,raw_images/151/sv3-5_en_029_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_030_std.webp,raw_images/151/sv3-5_en_030_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_031_std.webp,raw_images/151/sv3-5_en_031_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_032_std.webp,raw_images/151/sv3-5_en_032_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_033_std.webp,raw_images/151/sv3-5_en_033_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_034_std.webp,raw_images/151/sv3-5_en_034_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_035_std.webp,raw_images/151/sv3-5_en_035_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_036_std.webp,raw_images/151/sv3-5_en_036_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_037_std.webp,raw_images/151/sv3-5_en_037_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_038_std.webp,raw_images/151/sv3-5_en_038_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_039_std.webp,raw_images/151/sv3-5_en_039_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_040_std.webp,raw_images/151/sv3-5_en_040_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_041_std.webp,raw_images/151/sv3-5_en_041_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_042_std.webp,raw_images/151/sv3-5_en_042_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_043_std.webp,raw_images/151/sv3-5_en_043_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_044_std.webp,raw_images/151/sv3-5_en_044_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_045_std.webp,raw_images/151/sv3-5_en_045_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_046_std.webp,raw_images/151/sv3-5_en_046_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_047_std.webp,raw_images/151/sv3-5_en_047_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_048_std.webp,raw_images/151/sv3-5_en_048_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_049_std.webp,raw_images/151/sv3-5_en_049_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_050_std.webp,raw_images/151/sv3-5_en_050_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_051_std.webp,raw_images/151/sv3-5_en_051_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_052_std.webp,raw_images/151/sv3-5_en_052_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_053_std.webp,raw_images/151/sv3-5_en_053_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_054_std.webp,raw_images/151/sv3-5_en_054_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_055_std.webp,raw_images/151/sv3-5_en_055_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_056_std.webp,raw_images/151/sv3-5_en_056_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_057_std.webp,raw_images/151/sv3-5_en_057_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_058_std.webp,raw_images/151/sv3-5_en_058_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_059_std.webp,raw_images/151/sv3-5_en_059_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_060_std.webp,raw_images/151/sv3-5_en_060_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_061_std.webp,raw_images/151/sv3-5_en_061_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_062_std.webp,raw_images/151/sv3-5_en_062_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_063_std.webp,raw_images/151/sv3-5_en_063_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_064_std.webp,raw_images/151/sv3-5_en_064_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_065_std.webp,raw_images/151/sv3-5_en_065_std.webp,151,sv03.5,resolved
/Users/sid/Desktop/PokeHunter/backend/identification/dataset_comp/raw_images/151/sv3-5_en_066_std.webp,raw_images/151/sv3-5_en_066_std.webp,151,sv03.5,resolved
